X,Y,O,44:25:2C:54:32:F9,49:29:6D:6C:49:9F,5c:83:8f:bc:40:10,5c:83:8f:bc:40:13,5c:83:8f:bc:40:15,5c:83:8f:bc:40:16,5c:83:8f:bc:40:17,5c:83:8f:bc:40:18,5c:83:8f:f2:e3:60,5c:83:8f:f2:e3:63,5c:83:8f:f2:e3:65,5c:83:8f:f2:e3:66,5c:83:8f:f2:e3:67,5c:83:8f:f2:e3:68,5c:83:8f:f2:e3:69,5c:83:8f:f2:e3:6a,5c:83:8f:f2:e3:6c,5c:83:8f:f2:e3:6f,7A:06:A9:3F:24:3C,c8:f9:f9:72:c8:f0,c8:f9:f9:72:c8:f3,c8:f9:f9:72:c8:f4,c8:f9:f9:72:c8:f5,c8:f9:f9:72:c8:f6,c8:f9:f9:72:e7:80,c8:f9:f9:72:e7:83,c8:f9:f9:72:e7:84,c8:f9:f9:72:e7:85,c8:f9:f9:72:e7:86,c8:f9:f9:72:e7:89,c8:f9:f9:72:e7:8a,c8:f9:f9:72:e7:8b,c8:f9:f9:72:e7:8c,c8:f9:f9:72:e7:8f,c8:f9:f9:72:eb:50,c8:f9:f9:72:eb:53,c8:f9:f9:72:eb:54,c8:f9:f9:72:eb:55,c8:f9:f9:72:eb:56,c8:f9:f9:73:36:20,c8:f9:f9:73:36:25,c8:f9:f9:73:36:28,c8:f9:f9:73:38:b0,c8:f9:f9:73:38:b3,c8:f9:f9:73:38:b4,c8:f9:f9:73:38:b5,c8:f9:f9:73:38:b6,c8:f9:f9:88:23:20,c8:f9:f9:88:23:24,c8:f9:f9:88:23:25,c8:f9:f9:88:39:10,c8:f9:f9:88:39:13,c8:f9:f9:88:39:14,c8:f9:f9:88:39:15,c8:f9:f9:88:39:16,c8:f9:f9:88:39:19,c8:f9:f9:88:39:1a,c8:f9:f9:88:39:1b,c8:f9:f9:88:39:1c,c8:f9:f9:88:39:1f,c8:f9:f9:88:8b:60,c8:f9:f9:88:8b:63,c8:f9:f9:88:8b:64,c8:f9:f9:88:8b:65,c8:f9:f9:88:8b:66,c8:f9:f9:88:8b:69,c8:f9:f9:88:8b:6a,c8:f9:f9:88:8b:6c,fc:5b:39:b0:4e:bf,magX,magY,magZ,Ori
8.8,5.9,180,-85,-93,-110,-80,-110,-110,-80,-82,-110,-80,-110,-81,-81,-110,-110,-110,-110,-110,-76,-110,-110,-110,-110,-110,-62,-64,-64,-58,-63,-61,-62,-61,-61,-61,-72,-110,-72,-72,-72,-110,-110,-110,-110,-83,-110,-84,-110,-110,-110,-110,-76,-110,-75,-110,-110,-110,-110,-110,-110,-110,-61,-110,-62,-62,-61,-110,-110,-110,-110,7.257080078125,-14.5339965820313,-40.6845092773438,351.56091
8.8,5.9,180,-84,-80,-110,-80,-110,-110,-80,-82,-110,-80,-110,-81,-81,-110,-110,-110,-110,-110,-73,-110,-110,-110,-110,-110,-62,-64,-64,-58,-63,-61,-62,-61,-61,-61,-72,-110,-72,-72,-72,-110,-110,-110,-110,-83,-110,-84,-110,-110,-110,-110,-76,-110,-75,-110,-110,-110,-110,-110,-110,-110,-61,-110,-62,-62,-61,-110,-110,-110,-110,11.0321044921875,-23.1948852539062,-37.65869140625,353.02371
8.8,5.9,180,-87,-85,-110,-80,-110,-110,-80,-82,-110,-80,-110,-81,-81,-110,-110,-110,-110,-110,-77,-110,-110,-110,-110,-110,-62,-64,-64,-58,-63,-61,-62,-61,-61,-61,-72,-110,-72,-72,-72,-110,-110,-110,-110,-83,-110,-84,-110,-110,-110,-110,-76,-110,-75,-110,-110,-110,-110,-110,-110,-110,-61,-110,-62,-62,-61,-110,-110,-110,-110,9.08203125,-26.6891479492187,-35.400390625,355.32489
8.8,5.9,180,-91,-83,-110,-80,-110,-110,-80,-82,-110,-80,-110,-81,-81,-110,-110,-110,-110,-110,-77,-110,-110,-110,-110,-110,-62,-64,-64,-58,-63,-61,-62,-61,-61,-61,-72,-110,-72,-72,-72,-110,-110,-110,-110,-83,-110,-84,-110,-110,-110,-110,-76,-110,-75,-110,-110,-110,-110,-110,-110,-110,-61,-110,-62,-62,-61,-110,-110,-110,-110,2.1087646484375,-26.4892578125,-36.5066528320312,353.96503
8.8,5.9,180,-90,-89,-110,-80,-110,-110,-80,-82,-110,-80,-110,-81,-81,-110,-110,-110,-110,-110,-74,-110,-110,-110,-110,-110,-62,-64,-64,-58,-63,-61,-62,-61,-61,-61,-72,-110,-72,-72,-72,-110,-110,-110,-110,-83,-110,-84,-110,-110,-110,-110,-76,-110,-75,-110,-110,-110,-110,-110,-110,-110,-61,-110,-62,-62,-61,-110,-110,-110,-110,-3.06854248046875,-25.42724609375,-36.0870361328125,352.24323
8.8,5.9,180,-96,-93,-110,-80,-110,-110,-80,-82,-110,-80,-110,-81,-81,-110,-110,-110,-110,-110,-73,-110,-110,-110,-110,-110,-62,-64,-64,-58,-63,-61,-62,-61,-61,-61,-72,-110,-72,-72,-72,-110,-110,-110,-110,-83,-110,-84,-110,-110,-110,-110,-76,-110,-75,-110,-110,-110,-110,-110,-110,-110,-61,-110,-62,-62,-61,-110,-110,-110,-110,4.56695556640625,-26.9439697265625,-37.8768920898437,353.14847
8.8,5.9,180,-98,-79,-110,-80,-110,-110,-80,-82,-110,-80,-110,-81,-81,-110,-110,-110,-110,-110,-79,-110,-110,-110,-110,-110,-62,-64,-64,-58,-63,-61,-62,-61,-61,-61,-72,-110,-72,-72,-72,-110,-110,-110,-110,-83,-110,-84,-110,-110,-110,-110,-76,-110,-75,-110,-110,-110,-110,-110,-110,-110,-61,-110,-62,-62,-61,-110,-110,-110,-110,13.165283203125,-22.8286743164062,-36.7889404296875,353.9808
8.8,5.9,180,-87,-94,-110,-80,-110,-110,-80,-82,-110,-80,-110,-81,-81,-110,-110,-110,-110,-110,-75,-110,-110,-110,-110,-110,-62,-64,-64,-58,-63,-61,-62,-61,-61,-61,-72,-110,-72,-72,-72,-110,-110,-110,-110,-83,-110,-84,-110,-110,-110,-110,-76,-110,-75,-110,-110,-110,-110,-110,-110,-110,-61,-110,-62,-62,-61,-110,-110,-110,-110,10.3042602539063,-16.41845703125,-40.1535034179688,351.28436
8.8,5.9,180,-93,-89,-110,-80,-110,-110,-80,-82,-110,-80,-110,-81,-81,-110,-110,-110,-110,-110,-79,-110,-110,-110,-110,-110,-62,-64,-64,-58,-63,-61,-62,-61,-61,-61,-72,-110,-72,-72,-72,-110,-110,-110,-110,-83,-110,-84,-110,-110,-110,-110,-76,-110,-75,-110,-110,-110,-110,-110,-110,-110,-61,-110,-62,-62,-61,-110,-110,-110,-110,2.5543212890625,-7.53173828125,-41.0964965820313,354.65289
8.8,5.9,270,-89,-87,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-110,-110,-110,-80,-80,-110,-81,-81,-110,-70,-110,-70,-71,-70,-73,-73,-73,-110,-73,-69,-110,-70,-68,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-110,-110,-110,-110,-110,-110,-82,-69,-110,-67,-69,-110,-110,-110,-110,-110,-14.2959594726563,-25.4714965820312,-36.7141723632812,76.59545
8.8,5.9,270,-84,-70,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-110,-110,-110,-94,-80,-110,-81,-81,-110,-70,-110,-70,-71,-70,-73,-73,-73,-110,-73,-69,-110,-70,-68,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-110,-110,-110,-110,-110,-110,-82,-69,-110,-67,-69,-110,-110,-110,-110,-110,-17.1585083007813,-27.6596069335937,-34.2041015625,77.50952
8.8,5.9,270,-83,-90,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-110,-110,-110,-83,-80,-110,-81,-81,-110,-70,-110,-70,-71,-70,-73,-73,-73,-110,-73,-69,-110,-70,-68,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-110,-110,-110,-110,-110,-110,-82,-69,-110,-67,-69,-110,-110,-110,-110,-110,-18.2144165039063,-29.632568359375,-32.4005126953125,76.44739
8.8,5.9,270,-84,-71,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-110,-110,-110,-91,-80,-110,-81,-81,-110,-70,-110,-70,-71,-70,-73,-73,-73,-110,-73,-69,-110,-70,-68,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-110,-110,-110,-110,-110,-110,-82,-69,-110,-67,-69,-110,-110,-110,-110,-110,-12.5396728515625,-23.5397338867187,-39.1250610351562,80.03568
8.8,5.9,270,-85,-73,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-110,-110,-110,-84,-80,-110,-81,-81,-110,-70,-110,-70,-71,-70,-73,-73,-73,-110,-73,-69,-110,-70,-68,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-110,-110,-110,-110,-110,-110,-82,-69,-110,-67,-69,-110,-110,-110,-110,-110,-19.1024780273438,-28.80859375,-33.43505859375,80.74059
8.8,5.9,270,-90,-88,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-110,-110,-110,-94,-80,-110,-81,-81,-110,-70,-110,-70,-71,-70,-73,-73,-73,-110,-73,-69,-110,-70,-68,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-110,-110,-110,-110,-110,-110,-82,-69,-110,-67,-69,-110,-110,-110,-110,-110,-18.49365234375,-18.9971923828125,-40.8859252929688,79.62991
8.8,5.9,270,-83,-74,-110,-110,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-110,-110,-110,-79,-80,-110,-81,-81,-110,-70,-110,-70,-71,-70,-73,-73,-73,-110,-73,-69,-110,-70,-68,-68,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-110,-73,-110,-110,-110,-110,-110,-110,-82,-69,-110,-67,-69,-110,-110,-110,-110,-110,-18.8980102539063,-15.9774780273438,-39.22119140625,82.77373
8.8,5.9,270,-84,-86,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-16.912841796875,-32.666015625,-29.6966552734375,79.66075
8.8,5.9,270,-91,-71,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-94,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-19.1650390625,-42.3110961914063,-12.5,81.2259
8.8,5.9,270,-83,-72,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-17.9840087890625,-44.5526123046875,-9.72747802734375,78.53733
8.8,5.9,270,-89,-97,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-76,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-15.0726318359375,-40.8523559570313,-19.3893432617188,79.12179
8.8,5.9,270,-84,-72,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-91,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-17.8466796875,-34.4879150390625,-27.874755859375,80.63208
8.8,5.9,270,-87,-85,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-18.9483642578125,-33.6654663085937,-30.6228637695312,79.48948
8.8,5.9,270,-84,-72,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-18.2083129882813,-22.1405029296875,-38.8427734375,75.4204
8.8,5.9,270,-84,-78,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-19.64111328125,-16.8853759765625,-39.7918701171875,82.05384
8.8,4.8,0,-96,-75,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-82,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-19.64111328125,-16.8853759765625,-39.7918701171875,176.51016
8.8,4.8,0,-89,-67,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-102,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,1.47857666015625,-47.5555419921875,-2.01568603515625,176.53127
8.8,4.8,0,-95,-73,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-1.9378662109375,-47.1725463867188,3.82080078125,177.00232
8.8,4.8,0,-90,-68,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-87,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,2.15301513671875,-47.3800659179688,4.69207763671875,178.10043
8.8,4.8,0,-94,-73,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,6.2530517578125,-46.9970703125,0.96282958984375,177.00453
8.8,4.8,0,-94,-68,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-87,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,8.9691162109375,-46.9390869140625,-13.3865356445313,178.11592
8.8,4.8,0,-92,-69,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-94,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-0.9033203125,-43.4906005859375,-20.32470703125,177.30542
8.8,4.8,0,-94,-74,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-10.6704711914063,-45.1431274414063,-15.9393310546875,177.96466
8.8,4.8,0,-91,-69,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-87,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-10.7742309570313,-45.8526611328125,-7.0098876953125,177.84842
8.8,4.8,0,-94,-75,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,-5.230712890625,-45.10498046875,5.0079345703125,177.16899
8.8,4.8,0,-92,-68,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-87,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,3.65753173828125,-48.0972290039063,3.58123779296875,176.72946
8.8,4.8,0,-91,-69,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-89,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,1.37786865234375,-47.821044921875,-16.162109375,177.08543
8.8,4.8,0,-96,-70,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,2.587890625,-39.4973754882812,-28.7002563476562,177.65855
8.8,4.8,0,-92,-70,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-88,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,9.05914306640625,-38.9022827148437,-29.8614501953125,177.61203
8.8,4.8,0,-93,-74,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-80,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,9.32159423828125,-39.3508911132812,-25.08544921875,179.12402
8.8,4.8,90,-84,-75,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-82,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,23.7777709960937,-31.16455078125,-26.8707275390625,267.29221
8.8,4.8,90,-86,-80,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-73,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,23.6053466796875,-28.3599853515625,-30.9600830078125,263.7536
8.8,4.8,90,-91,-78,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-78,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,21.3165283203125,-19.7982788085938,-36.7462158203125,259.82095
8.8,4.8,90,-84,-78,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-77,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,20.635986328125,-33.526611328125,-28.4194946289062,263.40668
8.8,4.8,90,-81,-79,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-76,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,22.412109375,-36.0610961914062,-19.1390991210938,262.18274
8.8,4.8,90,-88,-77,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,23.6557006835937,-39.0731811523437,-14.263916015625,263.34857
8.8,4.8,90,-82,-77,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-77,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,23.86474609375,-33.6593627929687,-23.6862182617187,265.61469
8.8,4.8,90,-86,-76,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,21.0128784179687,-19.7845458984375,-37.0635986328125,265.45593
8.8,4.8,90,-85,-77,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-75,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,23.1414794921875,-21.1441040039062,-35.8901977539062,264.82217
8.8,4.8,90,-86,-84,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-74,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,18.4799194335938,-29.2068481445312,-33.04443359375,266.54492
8.8,4.8,90,-86,-76,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-81,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,22.6837158203125,-37.347412109375,-20.9579467773437,268.76727
8.8,4.8,90,-85,-79,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-76,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,22.3175048828125,-31.5475463867187,-25.3952026367187,268.04144
8.8,4.8,90,-82,-73,-110,-80,-110,-110,-81,-110,-110,-81,-110,-80,-110,-110,-110,-110,-110,-110,-82,-110,-110,-110,-110,-110,-75,-110,-60,-60,-59,-66,-67,-66,-66,-67,-73,-73,-73,-73,-73,-110,-110,-110,-75,-110,-75,-77,-75,-110,-110,-110,-110,-110,-72,-110,-110,-80,-79,-80,-80,-79,-110,-68,-110,-110,-110,-110,-110,-110,-110,24.1546630859375,-38.3346557617187,-16.8197631835938,265.60367
