X,Y,O,44:25:2C:54:32:F9,49:29:6D:6C:49:9F,5c:83:8f:bc:40:10,5c:83:8f:bc:40:13,5c:83:8f:bc:40:15,5c:83:8f:bc:40:16,5c:83:8f:bc:40:17,5c:83:8f:bc:40:18,5c:83:8f:f2:e3:60,5c:83:8f:f2:e3:63,5c:83:8f:f2:e3:65,5c:83:8f:f2:e3:66,5c:83:8f:f2:e3:67,5c:83:8f:f2:e3:68,5c:83:8f:f2:e3:69,5c:83:8f:f2:e3:6a,5c:83:8f:f2:e3:6c,5c:83:8f:f2:e3:6f,7A:06:A9:3F:24:3C,c8:f9:f9:72:c8:f0,c8:f9:f9:72:c8:f3,c8:f9:f9:72:c8:f4,c8:f9:f9:72:c8:f5,c8:f9:f9:72:c8:f6,c8:f9:f9:72:e7:80,c8:f9:f9:72:e7:83,c8:f9:f9:72:e7:84,c8:f9:f9:72:e7:85,c8:f9:f9:72:e7:86,c8:f9:f9:72:e7:89,c8:f9:f9:72:e7:8a,c8:f9:f9:72:e7:8b,c8:f9:f9:72:e7:8c,c8:f9:f9:72:e7:8f,c8:f9:f9:72:eb:50,c8:f9:f9:72:eb:53,c8:f9:f9:72:eb:54,c8:f9:f9:72:eb:55,c8:f9:f9:72:eb:56,c8:f9:f9:73:36:20,c8:f9:f9:73:36:25,c8:f9:f9:73:36:28,c8:f9:f9:73:38:b0,c8:f9:f9:73:38:b3,c8:f9:f9:73:38:b4,c8:f9:f9:73:38:b5,c8:f9:f9:73:38:b6,c8:f9:f9:88:23:20,c8:f9:f9:88:23:24,c8:f9:f9:88:23:25,c8:f9:f9:88:39:10,c8:f9:f9:88:39:13,c8:f9:f9:88:39:14,c8:f9:f9:88:39:15,c8:f9:f9:88:39:16,c8:f9:f9:88:39:19,c8:f9:f9:88:39:1a,c8:f9:f9:88:39:1b,c8:f9:f9:88:39:1c,c8:f9:f9:88:39:1f,c8:f9:f9:88:8b:60,c8:f9:f9:88:8b:63,c8:f9:f9:88:8b:64,c8:f9:f9:88:8b:65,c8:f9:f9:88:8b:66,c8:f9:f9:88:8b:69,c8:f9:f9:88:8b:6a,c8:f9:f9:88:8b:6c,fc:5b:39:b0:4e:bf,magX,magY,magZ,Ori
4,2.55,270,-81,-82,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-83,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-20.4727172851562,-31.6253662109375,-21.3211059570312,56.82666
5.6,1.35,0,-89,-79,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-82,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-5.38482666015625,-35.0250244140625,-13.14697265625,166.10953
5.6,1.35,0,-85,-80,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-72,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-3.85589599609375,-36.5188598632812,-13.0874633789063,164.34264
5.6,1.35,0,-82,-79,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-75,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,5.8441162109375,-34.4940185546875,-10.6124877929688,162.8132
5.6,1.35,0,-89,-79,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-79,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,4.13665771484375,-38.4689331054687,-7.769775390625,160.54283
5.6,1.35,0,-85,-82,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-75,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-9.3658447265625,-36.23046875,-13.214111328125,160.99635
5.6,1.35,0,-81,-79,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-79,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-9.80682373046875,-37.2268676757812,-3.0792236328125,159.06606
5.6,1.35,0,-92,-81,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-82,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-9.95330810546875,-35.4354858398437,3.75518798828125,158.16849
5.6,1.35,0,-93,-80,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-83,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-9.1339111328125,-35.577392578125,-8.4930419921875,158.67252
5.6,1.35,0,-89,-81,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-84,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-6.56280517578125,-31.4132690429687,-21.2234497070312,159.9572
5.6,1.35,0,-90,-81,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-83,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-6.70318603515625,-22.8363037109375,-30.6732177734375,160.32922
5.6,1.35,0,-90,-79,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-80,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-6.43768310546875,-23.3123779296875,-29.4677734375,160.17136
5.6,1.35,0,-93,-80,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-81,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-5.14984130859375,-38.7649536132812,-7.59124755859375,159.54262
5.6,1.35,0,-100,-82,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-81,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-5.7525634765625,-37.7655029296875,-4.41131591796875,159.49042
5.6,1.35,0,-99,-81,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-80,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-9.19952392578125,-32.6522827148437,-16.6015625,159.26967
5.6,1.35,0,-98,-82,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-81,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-3.143310546875,-36.663818359375,-6.719970703125,157.46078
5.6,1.35,90,-80,-69,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-57,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,20.0531005859375,-24.6200561523437,-19.0750122070313,248.13159
5.6,1.35,90,-83,-96,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-71,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,18.8674926757813,-28.6041259765625,-14.0472412109375,252.70822
5.6,1.35,90,-84,-97,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-69,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,18.1915283203125,-29.5028686523437,-12.9074096679688,252.12238
5.6,1.35,90,-85,-94,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-71,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,17.1493530273438,-31.1508178710937,-9.521484375,252.54721
5.6,1.35,90,-82,-89,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-68,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,17.5506591796875,-27.2705078125,-13.0294799804688,252.47137
5.6,1.35,90,-85,-96,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-67,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,20.1370239257812,-22.91259765625,-21.0861206054687,251.9415
5.6,1.35,90,-81,-94,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-66,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,19.6441650390625,-24.432373046875,-17.828369140625,250.83098
5.6,1.35,90,-85,-96,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-66,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,16.2460327148438,-31.9198608398437,-13.4963989257813,250.18526
5.6,1.35,90,-81,-96,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-67,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,20.3628540039062,-30.5313110351562,-9.37347412109375,249.98381
5.6,1.35,90,-90,-88,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-73,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,20.172119140625,-30.5023193359375,-6.8939208984375,249.81058
5.6,1.35,90,-88,-89,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-72,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,20.0454711914062,-25.4318237304687,-22.4090576171875,250.02271
5.6,1.35,90,-90,-89,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-57,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,19.3603515625,-18.487548828125,-23.1796264648437,250.04665
5.6,1.35,90,-89,-90,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-72,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,21.5713500976562,-16.4138793945313,-24.4781494140625,250.57802
5.6,1.35,90,-88,-92,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-70,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,18.6477661132813,-27.044677734375,-17.0120239257813,249.97134
5.6,1.35,90,-88,-92,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-70,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,18.0023193359375,-29.2068481445312,-16.455078125,249.16673
5.6,1.35,180,-83,-95,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-67,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,10.015869140625,-8.660888671875,-35.0982666015625,330.9454
5.6,1.35,180,-85,-90,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-72,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,8.91876220703125,-12.823486328125,-32.1014404296875,339.63815
5.6,1.35,180,-89,-70,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-57,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,15.2114868164063,-16.2673950195313,-28.3660888671875,340.02975
5.6,1.35,180,-69,-73,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-72,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,12.042236328125,-13.2949829101563,-31.2820434570312,338.06284
5.6,1.35,180,-85,-92,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-72,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,2.6275634765625,-12.6678466796875,-34.2788696289062,336.1886
5.6,1.35,180,-84,-99,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-74,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,0.44097900390625,-18.0557250976563,-34.5291137695312,335.62839
5.6,1.35,180,-83,-99,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-74,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,9.26055908203125,-23.66943359375,-29.9942016601562,335.88977
5.6,1.35,180,-85,-98,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-74,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,10.1242065429688,-22.9339599609375,-30.6777954101562,335.71225
5.6,1.35,180,-83,-97,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-74,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,9.6771240234375,-8.16650390625,-34.4406127929687,334.97629
5.6,1.35,180,-83,-97,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-74,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,9.00421142578125,0.6683349609375,-34.7259521484375,334.36212
5.6,1.35,180,-81,-99,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-65,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,7.84454345703125,2.77862548828125,-33.941650390625,334.79892
5.6,1.35,180,-82,-103,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-65,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,11.1892700195313,-12.7899169921875,-32.6553344726562,335.56158
5.6,1.35,180,-81,-99,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-65,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,10.05859375,-21.8093872070312,-27.9373168945312,335.7337
5.6,1.35,180,-83,-100,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-64,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,13.2858276367188,-16.4703369140625,-27.0416259765625,335.05469
5.6,1.35,180,-83,-92,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-72,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,9.088134765625,-16.6015625,-31.8252563476562,335.30023
5.6,1.35,270,-79,-80,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-79,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,9.088134765625,-16.6015625,-31.8252563476562,48.99625
5.6,1.35,270,-84,-80,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-77,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-15.4541015625,-16.4016723632813,-30.3192138671875,53.95625
5.6,1.35,270,-82,-84,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-76,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-12.2177124023438,-12.8158569335938,-32.379150390625,52.55749
5.6,1.35,270,-84,-84,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-77,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-14.4668579101563,-9.39483642578125,-32.1243286132812,53.28467
5.6,1.35,270,-84,-73,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-66,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-13.2461547851563,-22.6303100585937,-28.1982421875,52.80029
5.6,1.35,270,-86,-73,-110,-110,-110,-110,-110,-110,-110,-110,-74,-110,-82,-83,-84,-110,-83,-110,-67,-110,-110,-110,-110,-110,-72,-73,-72,-68,-110,-73,-69,-71,-110,-72,-77,-110,-77,-77,-110,-110,-110,-110,-110,-110,-110,-110,-79,-110,-110,-110,-69,-110,-110,-68,-110,-79,-80,-110,-79,-110,-110,-110,-110,-69,-65,-110,-110,-110,-110,-15.7867431640625,-31.99462890625,-17.034912109375,54.95749
